8,-1,-1,0,0,-1,1,336,-1
24,28.500000,-1,1,0,0,2,331,-1
9,248.500000,-1,2,0,0,3,312,-1
23,166.000000,-1,3,0,0,4,5,-1
-1,0.500000,normal,4,1,0,-1,-1,1
15,0.500000,-1,5,0,1,6,311,-1
9,193.000000,-1,6,0,0,7,300,-1
9,133.500000,-1,7,0,0,8,229,-1
24,2.500000,-1,8,0,0,9,228,-1
24,246.500000,-1,9,0,0,10,223,-1
24,212.500000,-1,10,0,0,11,218,-1
21,188.500000,-1,11,0,0,12,149,-1
27,0.005000,-1,12,0,0,13,90,-1
25,0.505000,-1,13,0,0,14,81,-1
4,0.675000,-1,14,0,0,15,22,-1
22,0.500000,-1,15,0,0,16,21,-1
25,0.500000,-1,16,0,0,17,20,-1
22,0.605000,-1,17,0,0,18,19,-1
23,0.045000,known,18,1,0,-1,-1,-1
-1,0.045000,normal,19,1,1,-1,-1,2
-1,0.605000,normal,20,1,1,-1,-1,3
-1,0.500000,normal,21,1,1,-1,-1,4
14,0.500000,-1,22,0,1,23,80,-1
24,3.500000,-1,23,0,0,24,59,-1
16,2.500000,-1,24,0,0,25,58,-1
29,0.500000,-1,25,0,0,26,57,-1
27,0.605000,-1,26,0,0,27,28,-1
-1,0.005000,known,27,1,0,-1,-1,-1
31,0.005000,-1,28,0,1,29,56,-1
31,0.515000,-1,29,0,0,30,55,-1
27,0.495000,-1,30,0,0,31,34,-1
1,0.035000,-1,31,0,0,32,33,-1
-1,0.500000,known,32,1,0,-1,-1,-1
-1,0.500000,normal,33,1,1,-1,-1,5
26,0.035000,-1,34,0,1,35,36,-1
-1,0.230000,known,35,1,0,-1,-1,-1
27,0.230000,-1,36,0,1,37,54,-1
31,0.425000,-1,37,0,0,38,53,-1
31,0.415000,-1,38,0,0,39,40,-1
-1,0.225000,known,39,1,0,-1,-1,-1
26,0.225000,-1,40,0,1,41,42,-1
-1,0.285000,normal,41,1,0,-1,-1,6
23,0.285000,-1,42,0,1,43,44,-1
-1,33.000000,normal,43,1,0,-1,-1,7
25,33.000000,-1,44,0,1,45,52,-1
27,0.005000,-1,45,0,0,46,47,-1
-1,0.325000,known,46,1,0,-1,-1,-1
27,0.325000,-1,47,0,1,48,49,-1
-1,0.405000,known,48,1,0,-1,-1,-1
0,0.405000,-1,49,0,1,50,51,-1
-1,2.500000,normal,50,1,0,-1,-1,8
-1,2.500000,known,51,1,1,-1,-1,-1
-1,0.005000,known,52,1,1,-1,-1,-1
-1,0.415000,normal,53,1,1,-1,-1,9
-1,0.425000,known,54,1,1,-1,-1,-1
-1,0.495000,normal,55,1,1,-1,-1,10
-1,0.515000,known,56,1,1,-1,-1,-1
-1,0.605000,normal,57,1,1,-1,-1,11
-1,0.500000,normal,58,1,1,-1,-1,12
30,2.500000,-1,59,0,1,60,79,-1
1,0.975000,-1,60,0,0,61,62,-1
-1,0.500000,known,61,1,0,-1,-1,-1
29,0.500000,-1,62,0,1,63,78,-1
26,0.975000,-1,63,0,0,64,77,-1
10,0.990000,-1,64,0,0,65,66,-1
-1,0.500000,known,65,1,0,-1,-1,-1
0,0.500000,-1,66,0,1,67,76,-1
29,21227.000000,-1,67,0,0,68,75,-1
28,0.965000,-1,68,0,0,69,74,-1
0,0.585000,-1,69,0,0,70,71,-1
-1,0.500000,normal,70,1,0,-1,-1,13
14,0.500000,-1,71,0,1,72,73,-1
-1,1.500000,normal,72,1,0,-1,-1,14
-1,1.500000,known,73,1,1,-1,-1,-1
-1,0.585000,known,74,1,1,-1,-1,-1
-1,0.965000,known,75,1,1,-1,-1,-1
-1,21227.000000,known,76,1,1,-1,-1,-1
24,0.990000,known,77,1,1,-1,-1,-1
-1,0.975000,known,78,1,1,-1,-1,-1
-1,0.975000,known,79,1,1,-1,-1,-1
-1,3.500000,known,80,1,1,-1,-1,-1
30,0.675000,-1,81,0,1,82,89,-1
1,0.265000,-1,82,0,0,83,84,-1
-1,0.500000,known,83,1,0,-1,-1,-1
32,0.500000,-1,84,0,1,85,88,-1
32,0.065000,-1,85,0,0,86,87,-1
-1,0.055000,normal,86,1,0,-1,-1,15
-1,0.055000,known,87,1,1,-1,-1,-1
-1,0.065000,normal,88,1,1,-1,-1,16
-1,0.265000,known,89,1,1,-1,-1,-1
8,0.505000,-1,90,0,1,91,148,-1
10,18.500000,-1,91,0,0,92,93,-1
-1,0.500000,known,92,1,0,-1,-1,-1
3,0.500000,-1,93,0,1,94,147,-1
24,0.500000,-1,94,0,0,95,146,-1
8,86.500000,-1,95,0,0,96,145,-1
22,14.500000,-1,96,0,0,97,144,-1
24,0.835000,-1,97,0,0,98,143,-1
28,42.000000,-1,98,0,0,99,142,-1
28,0.535000,-1,99,0,0,100,141,-1
23,0.340000,-1,100,0,0,101,104,-1
4,1.500000,-1,101,0,0,102,103,-1
-1,0.500000,normal,102,1,0,-1,-1,17
-1,0.500000,known,103,1,1,-1,-1,-1
22,1.500000,-1,104,0,1,105,138,-1
24,0.585000,-1,105,0,0,106,137,-1
27,30.500000,-1,106,0,0,107,136,-1
23,0.945000,-1,107,0,0,108,109,-1
-1,3.500000,normal,108,1,0,-1,-1,18
24,3.500000,-1,109,0,1,110,135,-1
26,22.000000,-1,110,0,0,111,134,-1
26,0.945000,-1,111,0,0,112,131,-1
4,0.935000,-1,112,0,0,113,114,-1
-1,0.500000,known,113,1,0,-1,-1,-1
26,0.500000,-1,114,0,1,115,130,-1
25,0.925000,-1,115,0,0,116,129,-1
26,0.005000,-1,116,0,0,117,128,-1
31,0.720000,-1,117,0,0,118,127,-1
26,0.650000,-1,118,0,0,119,126,-1
23,0.620000,-1,119,0,0,120,121,-1
-1,251.500000,known,120,1,0,-1,-1,-1
26,251.500000,-1,121,0,1,122,123,-1
-1,0.425000,known,122,1,0,-1,-1,-1
0,0.425000,-1,123,0,1,124,125,-1
-1,6.500000,normal,124,1,0,-1,-1,19
-1,6.500000,known,125,1,1,-1,-1,-1
-1,0.620000,normal,126,1,1,-1,-1,20
-1,0.650000,known,127,1,1,-1,-1,-1
-1,0.720000,normal,128,1,1,-1,-1,21
8,0.005000,known,129,1,1,-1,-1,-1
-1,0.925000,normal,130,1,1,-1,-1,22
4,0.935000,-1,131,0,1,132,133,-1
-1,0.500000,known,132,1,0,-1,-1,-1
-1,0.500000,normal,133,1,1,-1,-1,23
-1,0.945000,known,134,1,1,-1,-1,-1
-1,22.000000,known,135,1,1,-1,-1,-1
24,0.945000,known,136,1,1,-1,-1,-1
-1,30.500000,known,137,1,1,-1,-1,-1
8,0.585000,-1,138,0,1,139,140,-1
-1,0.500000,normal,139,1,0,-1,-1,24
-1,0.500000,known,140,1,1,-1,-1,-1
-1,0.340000,known,141,1,1,-1,-1,-1
-1,0.535000,normal,142,1,1,-1,-1,25
-1,42.000000,normal,143,1,1,-1,-1,26
-1,0.835000,normal,144,1,1,-1,-1,27
-1,14.500000,normal,145,1,1,-1,-1,28
-1,86.500000,normal,146,1,1,-1,-1,29
-1,0.500000,known,147,1,1,-1,-1,-1
-1,18.500000,known,148,1,1,-1,-1,-1
6,0.005000,-1,149,0,1,150,197,-1
29,0.500000,-1,150,0,0,151,196,-1
8,0.650000,-1,151,0,0,152,153,-1
-1,0.500000,normal,152,1,0,-1,-1,30
30,0.500000,-1,153,0,1,154,195,-1
28,0.005000,-1,154,0,0,155,190,-1
23,0.010000,-1,155,0,0,156,157,-1
-1,89.000000,known,156,1,0,-1,-1,-1
29,89.000000,-1,157,0,1,158,187,-1
31,0.210000,-1,158,0,0,159,184,-1
26,0.975000,-1,159,0,0,160,167,-1
9,0.445000,-1,160,0,0,161,166,-1
1,0.500000,-1,161,0,0,162,163,-1
-1,0.500000,known,162,1,0,-1,-1,-1
8,0.500000,-1,163,0,1,164,165,-1
-1,15.500000,known,164,1,0,-1,-1,-1
-1,15.500000,normal,165,1,1,-1,-1,31
-1,0.500000,known,166,1,1,-1,-1,-1
14,0.445000,-1,167,0,1,168,169,-1
-1,2.500000,normal,168,1,0,-1,-1,32
24,2.500000,-1,169,0,1,170,175,-1
14,1.500000,-1,170,0,0,171,174,-1
31,9.500000,-1,171,0,0,172,173,-1
-1,0.860000,known,172,1,0,-1,-1,-1
-1,0.860000,normal,173,1,1,-1,-1,33
-1,9.500000,known,174,1,1,-1,-1,-1
31,1.500000,-1,175,0,1,176,177,-1
-1,0.220000,normal,176,1,0,-1,-1,34
31,0.220000,-1,177,0,1,178,183,-1
21,0.945000,-1,178,0,0,179,180,-1
-1,0.675000,known,179,1,0,-1,-1,-1
1,0.675000,-1,180,0,1,181,182,-1
-1,0.500000,normal,181,1,0,-1,-1,35
-1,0.500000,known,182,1,1,-1,-1,-1
-1,0.945000,normal,183,1,1,-1,-1,36
0,0.975000,-1,184,0,1,185,186,-1
-1,5.500000,normal,185,1,0,-1,-1,37
-1,5.500000,known,186,1,1,-1,-1,-1
0,0.210000,-1,187,0,1,188,189,-1
-1,4.000000,normal,188,1,0,-1,-1,38
-1,4.000000,known,189,1,1,-1,-1,-1
28,0.010000,-1,190,0,1,191,192,-1
-1,0.185000,normal,191,1,0,-1,-1,39
2,0.185000,-1,192,0,1,193,194,-1
-1,0.500000,known,193,1,0,-1,-1,-1
-1,0.500000,normal,194,1,1,-1,-1,40
-1,0.005000,normal,195,1,1,-1,-1,41
-1,0.650000,normal,196,1,1,-1,-1,42
24,0.500000,-1,197,0,1,198,217,-1
24,115.500000,-1,198,0,0,199,216,-1
0,85.000000,-1,199,0,0,200,213,-1
20,2.500000,-1,200,0,0,201,212,-1
25,0.665000,-1,201,0,0,202,211,-1
28,0.845000,-1,202,0,0,203,210,-1
14,0.210000,-1,203,0,0,204,205,-1
-1,2.500000,known,204,1,0,-1,-1,-1
27,2.500000,-1,205,0,1,206,207,-1
-1,0.825000,known,206,1,0,-1,-1,-1
15,0.825000,-1,207,0,1,208,209,-1
21,2.500000,known,208,1,0,-1,-1,-1
-1,2.500000,normal,209,1,1,-1,-1,43
-1,0.210000,known,210,1,1,-1,-1,-1
-1,0.845000,known,211,1,1,-1,-1,-1
-1,0.665000,known,212,1,1,-1,-1,-1
23,2.500000,-1,213,0,1,214,215,-1
-1,218.000000,normal,214,1,0,-1,-1,44
-1,218.000000,known,215,1,1,-1,-1,-1
-1,85.000000,normal,216,1,1,-1,-1,45
-1,115.500000,normal,217,1,1,-1,-1,46
32,188.500000,-1,218,0,1,219,220,-1
27,0.005000,known,219,1,0,-1,-1,-1
25,0.005000,-1,220,0,1,221,222,-1
-1,0.385000,known,221,1,0,-1,-1,-1
-1,0.385000,normal,222,1,1,-1,-1,47
1,212.500000,-1,223,0,1,224,225,-1
-1,0.500000,known,224,1,0,-1,-1,-1
14,0.500000,-1,225,0,1,226,227,-1
-1,76.500000,normal,226,1,0,-1,-1,48
-1,76.500000,known,227,1,1,-1,-1,-1
-1,246.500000,normal,228,1,1,-1,-1,49
9,2.500000,-1,229,0,1,230,297,-1
26,89.500000,-1,230,0,0,231,288,-1
20,0.675000,-1,231,0,0,232,233,-1
-1,0.050000,known,232,1,0,-1,-1,-1
12,0.050000,-1,233,0,1,234,287,-1
14,1.500000,-1,234,0,0,235,284,-1
26,28.500000,-1,235,0,0,236,283,-1
20,0.660000,-1,236,0,0,237,240,-1
8,0.185000,-1,237,0,0,238,239,-1
-1,7.500000,known,238,1,0,-1,-1,-1
-1,7.500000,normal,239,1,1,-1,-1,50
14,0.185000,-1,240,0,1,241,276,-1
26,2.500000,-1,241,0,0,242,273,-1
24,0.565000,-1,242,0,0,243,250,-1
9,1.500000,-1,243,0,0,244,245,-1
-1,9.500000,known,244,1,0,-1,-1,-1
14,9.500000,-1,245,0,1,246,247,-1
-1,1.500000,normal,246,1,0,-1,-1,51
0,1.500000,-1,247,0,1,248,249,-1
-1,1.500000,known,248,1,0,-1,-1,-1
-1,1.500000,normal,249,1,1,-1,-1,52
31,1.500000,-1,250,0,1,251,270,-1
23,0.100000,-1,251,0,0,252,257,-1
9,2.500000,-1,252,0,0,253,256,-1
9,11.000000,-1,253,0,0,254,255,-1
-1,4.500000,normal,254,1,0,-1,-1,53
-1,4.500000,known,255,1,1,-1,-1,-1
-1,11.000000,normal,256,1,1,-1,-1,54
18,2.500000,-1,257,0,1,258,267,-1
8,0.500000,-1,258,0,0,259,264,-1
9,22.500000,-1,259,0,0,260,263,-1
9,12.000000,-1,260,0,0,261,262,-1
-1,6.000000,normal,261,1,0,-1,-1,55
-1,6.000000,known,262,1,1,-1,-1,-1
-1,12.000000,normal,263,1,1,-1,-1,56
9,22.500000,-1,264,0,1,265,266,-1
-1,23.500000,known,265,1,0,-1,-1,-1
-1,23.500000,normal,266,1,1,-1,-1,57
8,0.500000,-1,267,0,1,268,269,-1
-1,12.500000,normal,268,1,0,-1,-1,58
-1,12.500000,known,269,1,1,-1,-1,-1
14,0.100000,-1,270,0,1,271,272,-1
-1,1.500000,normal,271,1,0,-1,-1,59
-1,1.500000,known,272,1,1,-1,-1,-1
23,0.565000,-1,273,0,1,274,275,-1
-1,131.000000,known,274,1,0,-1,-1,-1
-1,131.000000,normal,275,1,1,-1,-1,60
9,2.500000,-1,276,0,1,277,282,-1
1,76.000000,-1,277,0,0,278,279,-1
-1,0.500000,normal,278,1,0,-1,-1,61
15,0.500000,-1,279,0,1,280,281,-1
-1,1.500000,normal,280,1,0,-1,-1,62
-1,1.500000,known,281,1,1,-1,-1,-1
-1,76.000000,known,282,1,1,-1,-1,-1
-1,0.660000,known,283,1,1,-1,-1,-1
0,28.500000,-1,284,0,1,285,286,-1
-1,2.000000,normal,285,1,0,-1,-1,63
-1,2.000000,known,286,1,1,-1,-1,-1
-1,1.500000,known,287,1,1,-1,-1,-1
8,0.675000,-1,288,0,1,289,296,-1
27,11.500000,-1,289,0,0,290,295,-1
21,0.345000,-1,290,0,0,291,292,-1
-1,0.205000,known,291,1,0,-1,-1,-1
1,0.205000,-1,292,0,1,293,294,-1
-1,0.500000,normal,293,1,0,-1,-1,64
-1,0.500000,known,294,1,1,-1,-1,-1
-1,0.345000,normal,295,1,1,-1,-1,65
-1,11.500000,normal,296,1,1,-1,-1,66
30,89.500000,-1,297,0,1,298,299,-1
-1,0.015000,known,298,1,0,-1,-1,-1
-1,0.015000,normal,299,1,1,-1,-1,67
9,133.500000,-1,300,0,1,301,310,-1
18,154.500000,-1,301,0,0,302,309,-1
4,0.660000,-1,302,0,0,303,304,-1
-1,0.500000,known,303,1,0,-1,-1,-1
25,0.500000,-1,304,0,1,305,308,-1
0,0.005000,-1,305,0,0,306,307,-1
-1,2.000000,normal,306,1,0,-1,-1,68
-1,2.000000,known,307,1,1,-1,-1,-1
-1,0.005000,normal,308,1,1,-1,-1,69
-1,0.660000,known,309,1,1,-1,-1,-1
-1,154.500000,known,310,1,1,-1,-1,-1
-1,193.000000,normal,311,1,1,-1,-1,70
9,166.000000,-1,312,0,1,313,330,-1
27,5141875.500000,-1,313,0,0,314,327,-1
14,0.750000,-1,314,0,0,315,324,-1
