14,6.000000,-1,315,0,0,316,321,-1
22,2.500000,-1,316,0,0,317,318,-1
-1,0.585000,normal,317,1,0,-1,-1,71
23,0.585000,-1,318,0,1,319,320,-1
-1,228.000000,normal,319,1,0,-1,-1,72
-1,228.000000,known,320,1,1,-1,-1,-1
8,2.500000,-1,321,0,1,322,323,-1
-1,8.500000,normal,322,1,0,-1,-1,73
-1,8.500000,known,323,1,1,-1,-1,-1
9,6.000000,-1,324,0,1,325,326,-1
-1,835.000000,normal,325,1,0,-1,-1,74
-1,835.000000,known,326,1,1,-1,-1,-1
8,0.750000,-1,327,0,1,328,329,-1
24,3.000000,known,328,1,0,-1,-1,-1
-1,3.000000,normal,329,1,1,-1,-1,75
-1,5141875.500000,known,330,1,1,-1,-1,-1
4,248.500000,-1,331,0,1,332,333,-1
-1,0.500000,normal,332,1,0,-1,-1,76
2,0.500000,-1,333,0,1,334,335,-1
-1,0.500000,known,334,1,0,-1,-1,-1
-1,0.500000,normal,335,1,1,-1,-1,77
14,28.500000,-1,336,0,1,337,768,-1
12,509.500000,-1,337,0,0,338,767,-1
8,0.500000,-1,338,0,0,339,730,-1
14,45216.000000,-1,339,0,0,340,729,-1
13,327.500000,-1,340,0,0,341,728,-1
3,2.500000,-1,341,0,0,342,727,-1
8,0.500000,-1,342,0,0,343,354,-1
9,32.500000,-1,343,0,0,344,349,-1
6,92.500000,-1,344,0,0,345,348,-1
25,0.500000,-1,345,0,0,346,347,-1
-1,0.010000,known,346,1,0,-1,-1,-1
-1,0.010000,normal,347,1,1,-1,-1,78
-1,0.500000,known,348,1,1,-1,-1,-1
1,92.500000,-1,349,0,1,350,351,-1
-1,0.500000,normal,350,1,0,-1,-1,79
9,0.500000,-1,351,0,1,352,353,-1
-1,2605.000000,known,352,1,0,-1,-1,-1
-1,2605.000000,normal,353,1,1,-1,-1,80
31,32.500000,-1,354,0,1,355,706,-1
13,0.915000,-1,355,0,0,356,701,-1
18,0.500000,-1,356,0,0,357,680,-1
0,0.225000,-1,357,0,0,358,641,-1
32,280.500000,-1,358,0,0,359,592,-1
27,0.015000,-1,359,0,0,360,537,-1
0,0.805000,-1,360,0,0,361,524,-1
29,153.500000,-1,361,0,0,362,521,-1
0,0.995000,-1,362,0,0,363,496,-1
0,48.500000,-1,363,0,0,364,491,-1
18,39.500000,-1,364,0,0,365,488,-1
27,0.155000,-1,365,0,0,366,487,-1
9,0.795000,-1,366,0,0,367,484,-1
0,611985.000000,-1,367,0,0,368,471,-1
25,30.500000,-1,368,0,0,369,414,-1
4,0.195000,-1,369,0,0,370,373,-1
8,0.500000,-1,370,0,0,371,372,-1
-1,102.500000,known,371,1,0,-1,-1,-1
-1,102.500000,normal,372,1,1,-1,-1,81
8,0.500000,-1,373,0,1,374,381,-1
9,46.500000,-1,374,0,0,375,380,-1
20,164.500000,-1,375,0,0,376,379,-1
0,0.290000,-1,376,0,0,377,378,-1
-1,1.500000,normal,377,1,0,-1,-1,82
-1,1.500000,known,378,1,1,-1,-1,-1
-1,0.290000,normal,379,1,1,-1,-1,83
-1,164.500000,known,380,1,1,-1,-1,-1
24,46.500000,-1,381,0,1,382,405,-1
26,2.500000,-1,382,0,0,383,398,-1
8,0.025000,-1,383,0,0,384,397,-1
0,15233.000000,-1,384,0,0,385,392,-1
14,10.000000,-1,385,0,0,386,391,-1
9,1.500000,-1,386,0,0,387,390,-1
9,212.500000,-1,387,0,0,388,389,-1
-1,153.000000,normal,388,1,0,-1,-1,84
-1,153.000000,known,389,1,1,-1,-1,-1
-1,212.500000,normal,390,1,1,-1,-1,85
-1,1.500000,normal,391,1,1,-1,-1,86
0,10.000000,-1,392,0,1,393,394,-1
-1,12.000000,known,393,1,0,-1,-1,-1
8,12.000000,-1,394,0,1,395,396,-1
-1,107.000000,known,395,1,0,-1,-1,-1
-1,107.000000,normal,396,1,1,-1,-1,87
-1,15233.000000,known,397,1,1,-1,-1,-1
31,0.025000,normal,398,1,1,-1,-1,209
0,0.025000,normal,399,1,0,-1,-1,-1
-1,24.000000,normal,400,1,0,-1,-1,-1
0,24.000000,normal,401,1,1,-1,-1,-1
-1,25.500000,known,402,1,0,-1,-1,-1
-1,25.500000,normal,403,1,1,-1,-1,-1
-1,0.025000,normal,404,1,1,-1,-1,-1
27,2.500000,-1,405,0,1,406,413,-1
8,0.185000,-1,406,0,0,407,412,-1
0,75.500000,-1,407,0,0,408,409,-1
-1,13.000000,normal,408,1,0,-1,-1,91
0,13.000000,-1,409,0,1,410,411,-1
-1,23.500000,known,410,1,0,-1,-1,-1
-1,23.500000,normal,411,1,1,-1,-1,92
-1,75.500000,normal,412,1,1,-1,-1,93
29,0.185000,normal,413,1,1,-1,-1,96
31,0.195000,-1,414,0,1,415,466,-1
24,0.300000,-1,415,0,0,416,423,-1
8,1.500000,-1,416,0,0,417,418,-1
-1,206.000000,normal,417,1,0,-1,-1,97
1,206.000000,-1,418,0,1,419,420,-1
-1,0.500000,known,419,1,0,-1,-1,-1
8,0.500000,-1,420,0,1,421,422,-1
-1,351.500000,known,421,1,0,-1,-1,-1
-1,351.500000,normal,422,1,1,-1,-1,98
19,1.500000,-1,423,0,1,424,463,-1
32,0.450000,-1,424,0,0,425,460,-1
25,0.005000,-1,425,0,0,426,427,-1
8,0.205000,normal,426,1,0,-1,-1,101
0,0.205000,-1,427,0,1,428,445,-1
31,5.500000,-1,428,0,0,429,444,-1
24,0.045000,-1,429,0,0,430,439,-1
14,20.500000,-1,430,0,0,431,438,-1
24,18.000000,-1,431,0,0,432,433,-1
-1,19.500000,normal,432,1,0,-1,-1,102
8,19.500000,-1,433,0,1,434,435,-1
-1,449.500000,normal,434,1,0,-1,-1,103
1,449.500000,-1,435,0,1,436,437,-1
-1,0.500000,known,436,1,0,-1,-1,-1
-1,0.500000,normal,437,1,1,-1,-1,104
-1,18.000000,normal,438,1,1,-1,-1,105
9,20.500000,-1,439,0,1,440,441,-1
-1,8126.500000,normal,440,1,0,-1,-1,106
8,8126.500000,-1,441,0,1,442,443,-1
-1,94.500000,known,442,1,0,-1,-1,-1
-1,94.500000,normal,443,1,1,-1,-1,107
28,0.045000,normal,444,1,1,-1,-1,110
9,5.500000,-1,445,0,1,446,457,-1
8,7948.500000,-1,446,0,0,447,456,-1
8,220.500000,-1,447,0,0,448,453,-1
25,219.500000,-1,448,0,0,449,452,-1
24,0.480000,-1,449,0,0,450,451,-1
-1,89.000000,normal,450,1,0,-1,-1,111
-1,89.000000,known,451,1,1,-1,-1,-1
-1,0.480000,normal,452,1,1,-1,-1,112
0,219.500000,-1,453,0,1,454,455,-1
-1,14.000000,known,454,1,0,-1,-1,-1
-1,14.000000,normal,455,1,1,-1,-1,113
-1,220.500000,normal,456,1,1,-1,-1,114
8,7948.500000,-1,457,0,1,458,459,-1
-1,115.500000,known,458,1,0,-1,-1,-1
-1,115.500000,normal,459,1,1,-1,-1,115
8,0.005000,-1,460,0,1,461,462,-1
-1,133.000000,known,461,1,0,-1,-1,-1
-1,133.000000,normal,462,1,1,-1,-1,116
8,0.450000,-1,463,0,1,464,465,-1
-1,113.000000,known,464,1,0,-1,-1,-1
-1,113.000000,normal,465,1,1,-1,-1,117
31,0.300000,-1,466,0,1,467,468,-1
-1,0.325000,known,467,1,0,-1,-1,-1
6,0.325000,-1,468,0,1,469,470,-1
-1,0.500000,normal,469,1,0,-1,-1,118
-1,0.500000,known,470,1,1,-1,-1,-1
31,30.500000,-1,471,0,1,472,483,-1
23,0.025000,-1,472,0,0,473,478,-1
0,5.500000,-1,473,0,0,474,477,-1
9,34.500000,-1,474,0,0,475,476,-1
-1,3983.500000,known,475,1,0,-1,-1,-1
-1,3983.500000,normal,476,1,1,-1,-1,119
-1,34.500000,normal,477,1,1,-1,-1,120
8,5.500000,-1,478,0,1,479,482,-1
8,103.000000,-1,479,0,0,480,481,-1
-1,94.000000,normal,480,1,0,-1,-1,121
-1,94.000000,known,481,1,1,-1,-1,-1
-1,103.000000,normal,482,1,1,-1,-1,122
-1,0.025000,known,483,1,1,-1,-1,-1
8,611985.000000,-1,484,0,1,485,486,-1
-1,962.500000,normal,485,1,0,-1,-1,123
-1,962.500000,known,486,1,1,-1,-1,-1
-1,0.795000,normal,487,1,1,-1,-1,124
4,0.155000,-1,488,0,1,489,490,-1
-1,0.500000,normal,489,1,0,-1,-1,125
-1,0.500000,known,490,1,1,-1,-1,-1
31,39.500000,-1,491,0,1,492,495,-1
23,0.055000,-1,492,0,0,493,494,-1
-1,6.500000,known,493,1,0,-1,-1,-1
-1,6.500000,normal,494,1,1,-1,-1,126
-1,0.055000,known,495,1,1,-1,-1,-1
14,48.500000,-1,496,0,1,497,520,-1
30,58.500000,-1,497,0,0,498,519,-1
31,0.830000,-1,498,0,0,499,518,-1
8,0.820000,-1,499,0,0,500,513,-1
25,2436.500000,-1,500,0,0,501,506,-1
8,0.005000,-1,501,0,0,502,505,-1
8,194.500000,normal,502,1,0,-1,-1,210
-1,86.500000,known,503,1,0,-1,-1,-1
-1,86.500000,normal,504,1,1,-1,-1,-1
-1,194.500000,known,505,1,1,-1,-1,-1
0,0.005000,-1,506,0,1,507,508,-1
-1,49.500000,known,507,1,0,-1,-1,-1
24,49.500000,-1,508,0,1,509,512,-1
0,1.500000,-1,509,0,0,510,511,-1
-1,55.500000,known,510,1,0,-1,-1,-1
-1,55.500000,normal,511,1,1,-1,-1,128
-1,1.500000,normal,512,1,1,-1,-1,129
8,2436.500000,-1,513,0,1,514,517,-1
9,3619.000000,-1,514,0,0,515,516,-1
-1,2092.500000,normal,515,1,0,-1,-1,130
-1,2092.500000,known,516,1,1,-1,-1,-1
-1,3619.000000,normal,517,1,1,-1,-1,131
-1,0.820000,known,518,1,1,-1,-1,-1
-1,0.830000,known,519,1,1,-1,-1,-1
-1,58.500000,known,520,1,1,-1,-1,-1
9,0.995000,-1,521,0,1,522,523,-1
-1,3476.000000,normal,522,1,0,-1,-1,132
-1,3476.000000,known,523,1,1,-1,-1,-1
0,153.500000,-1,524,0,1,525,526,-1
-1,156.500000,known,525,1,0,-1,-1,-1
24,156.500000,-1,526,0,1,527,536,-1
23,4.500000,-1,527,0,0,528,529,-1
-1,18.000000,known,528,1,0,-1,-1,-1
31,18.000000,-1,529,0,1,530,535,-1
8,0.020000,-1,530,0,0,531,532,-1
-1,1322.500000,normal,531,1,0,-1,-1,133
0,1322.500000,-1,532,0,1,533,534,-1
-1,195.000000,normal,533,1,0,-1,-1,134
-1,195.000000,known,534,1,1,-1,-1,-1
-1,0.020000,known,535,1,1,-1,-1,-1
-1,4.500000,normal,536,1,1,-1,-1,135
27,0.805000,-1,537,0,1,538,541,-1
4,0.865000,-1,538,0,0,539,540,-1
-1,0.500000,known,539,1,0,-1,-1,-1
-1,0.500000,normal,540,1,1,-1,-1,136
27,0.865000,-1,541,0,1,542,545,-1
4,0.875000,-1,542,0,0,543,544,-1
-1,0.500000,known,543,1,0,-1,-1,-1
-1,0.500000,normal,544,1,1,-1,-1,137
0,0.875000,-1,545,0,1,546,579,-1
24,58.500000,-1,546,0,0,547,578,-1
4,69.500000,-1,547,0,0,548,553,-1
23,0.500000,-1,548,0,0,549,552,-1
9,3.000000,-1,549,0,0,550,551,-1
-1,72.500000,known,550,1,0,-1,-1,-1
-1,72.500000,normal,551,1,1,-1,-1,138
-1,3.000000,known,552,1,1,-1,-1,-1
0,0.500000,-1,553,0,1,554,573,-1
14,22.500000,-1,554,0,0,555,572,-1
23,16.500000,-1,555,0,0,556,571,-1
8,2.500000,-1,556,0,0,557,570,-1
8,7807.000000,-1,557,0,0,558,559,-1
-1,225.000000,normal,558,1,0,-1,-1,139
8,225.000000,-1,559,0,1,560,561,-1
-1,233.500000,known,560,1,0,-1,-1,-1
28,233.500000,-1,561,0,1,562,567,-1
8,0.360000,-1,562,0,0,563,564,-1
-1,832.000000,normal,563,1,0,-1,-1,140
8,832.000000,-1,564,0,1,565,566,-1
-1,877.000000,known,565,1,0,-1,-1,-1
-1,877.000000,normal,566,1,1,-1,-1,141
9,0.360000,-1,567,0,1,568,569,-1
-1,182.500000,known,568,1,0,-1,-1,-1
-1,182.500000,normal,569,1,1,-1,-1,142
-1,7807.000000,normal,570,1,1,-1,-1,143
-1,2.500000,normal,571,1,1,-1,-1,144
-1,16.500000,normal,572,1,1,-1,-1,145
9,22.500000,-1,573,0,1,574,577,-1
1,681.000000,-1,574,0,0,575,576,-1
-1,0.500000,normal,575,1,0,-1,-1,146
-1,0.500000,known,576,1,1,-1,-1,-1
-1,681.000000,normal,577,1,1,-1,-1,147
22,69.500000,normal,578,1,1,-1,-1,152
8,58.500000,-1,579,0,1,580,591,-1
6,463.000000,-1,580,0,0,581,590,-1
8,0.500000,-1,581,0,0,582,587,-1
